episode,avg_pods,avg_latency,reward,execution_time
516,5.24,0.8808,10.0,0.48
517,6.2,158.1369,6.0,0.16
518,6.72,20.8172,6.0,0.15
519,5.36,136890.9523,4.0,0.16
520,4.16,18.8651,9.0,0.16
521,6.12,17.5862,24.0,0.18
522,5.04,67850.4502,17.0,0.17
523,6.0,204298.279,8.0,0.15
524,4.12,43.9968,21.0,0.16
525,7.08,815013.4848,3.0,0.17
526,4.96,24.811,16.0,0.16
527,6.64,339349.7079,3.0,0.2
528,4.92,26.4002,26.0,0.18
529,6.24,67849.7603,4.0,0.16
530,4.08,17.5984,21.0,0.16
531,6.0,65956.9698,11.0,0.17
532,5.56,146.2656,21.0,0.18
533,4.64,2.0337,15.0,0.18
534,6.32,0.0498,11.0,0.19
535,4.96,2800.1822,14.0,0.16
536,6.96,14.7295,4.0,0.18
537,6.32,40.034,13.0,0.17
538,3.88,339388.7278,17.0,0.17
539,5.56,11.4332,10.0,0.2
540,5.64,19.5068,26.0,0.27
541,5.76,359847.9718,10.0,0.17
542,4.64,423156.5215,15.0,0.15
543,4.36,67996.6677,15.0,0.22
544,6.48,359743.4983,4.0,0.76
545,4.24,27.588,12.0,0.15
546,3.64,35.2583,19.0,0.15
547,5.0,67852.7971,11.0,0.16
548,6.28,9.6297,16.0,0.16
549,6.12,719490.4468,4.0,0.17
550,5.96,67868.9245,10.0,0.23
551,4.44,37.3128,16.0,0.19
552,6.28,482576.0045,16.0,0.19
553,6.8,115210.3452,12.0,0.19
554,5.56,26.8504,21.0,0.17
555,6.36,146.7222,11.0,0.16
556,4.84,153908.859,22.0,0.16
557,6.6,359702.7374,11.0,0.16
558,5.68,168273.3215,17.0,0.23
559,6.84,814226.8254,-1.0,0.2
560,5.32,897.6787,8.0,0.16
561,7.44,810640.5241,4.0,0.17
562,7.32,2.3907,8.0,0.18
563,6.52,67940.1822,-1.0,0.15
564,6.24,427552.3404,5.0,0.17
565,5.68,15.6049,8.0,0.18
566,7.2,359873.9472,-2.0,0.24
567,5.92,28.1324,13.0,0.16
568,4.8,359712.5723,14.0,0.16
569,4.68,21.1125,18.0,0.17
570,5.08,19.0515,18.0,0.17
571,5.16,359726.0281,19.0,0.18
572,7.52,1063427.4141,0.0,0.18
573,6.88,709549.8764,9.0,0.17
574,6.04,120014.9267,13.0,0.17
575,5.44,52.6646,19.0,0.16
576,5.48,112430.7277,10.0,0.18
577,5.6,359735.1965,10.0,0.2
578,8.88,1025713.0299,-4.0,0.17
579,5.12,0.5857,20.0,0.16
580,4.8,20.073,9.0,0.2
581,5.2,71364.9097,12.0,0.15
582,3.84,187873.0567,14.0,0.16
583,4.28,359711.6393,12.0,0.15
584,5.2,359745.7842,15.0,0.15
585,4.72,19.0456,18.0,0.15
586,6.0,72.4525,14.0,0.17
587,5.68,120017.0474,15.0,0.22
588,4.56,36.9098,22.0,0.23
589,6.28,13.3825,8.0,0.21
590,6.32,67891.3869,9.0,0.18
591,5.2,4.8825,14.0,0.23
592,5.36,20.7558,22.0,0.21
593,5.16,407925.238,5.0,0.16
